的	〔白勹丶丶_rqyy〕
谅	〔讠小丶_yyiy〕
艘	〔丿臼又_tuec〕
梭	〔木厶八夂_scwt〕
梨	〔禾刂木⺀_tjsu〕
奠	〔丷酉大⺀_usdu〕
玛	〔王马一_gcg〕
栅	〔木⺆⺆一_smmg〕
帘	〔冂丨〢_pmhj〕
哑	〔口一业一_kgog〕
皂	〔白七巜_rab〕
哦	〔口我丶_kqy〕
烷	〔火宀二儿_opfq〕
喇	〔口木口刂_kskj〕
恭	〔龷八⺗⺀_awiu〕
扛	〔扌工一_rag〕
苛	〔艹丁口二_askf〕
秤	〔禾一丷十_tguf〕
屡	〔尸米女三_novd〕
耿	〔耳火丶_boy〕
喘	〔口山丆⺵_kmdm〕
愧	〔忄白厶_nrqc〕
爪	〔爪丨氵_rhi〕
叭	〔口八丶_kwy〕
逊	〔子小辶氵_bipi〕
诈	〔讠𠂉丨二_ythf〕
俯	〔亻广亻寸_wowf〕
椭	〔木阝𠂇月_sbde〕
搏	〔扌甫寸丶_rsfy〕
谨	〔讠廿口龶_yakg〕
拄	〔扌丶王一_rygg〕
烃	〔火工一_ocag〕
吻	〔口勹𰀪丿_kqrt〕
绑	〔纟阝丨_xdbh〕
骚	〔马叉虫丶_ccjy〕
刹	〔乂木刂丨_rsjh〕
熬	〔攵灬⺀_gtou〕
胚	〔月丆卜一_edhg〕
雀	〔少丨二_ihyf〕
屯	〔一凵乚巛_gbnv〕
拴	〔扌人王一_rwgg〕
拱	〔扌龷八丶_rawy〕
舶	〔丿白一_turg〕
裹	〔亠日木𧘇_yjse〕
矢	〔𠂉大⺀_tdu〕
寡	〔宀丆月刀_pdev〕
栋	〔木小丶_saiy〕
粤	〔丿囗米ㄅ_tlon〕
碘	〔石冂龷八_dmaw〕
栖	〔木西一_ssg〕
酱	〔丬夕西一_uqsg〕
肪	〔月方丿_eyt〕
薯	〔艹罒耂日_alfj〕
囊	〔一口丨𧘇_gkhe〕
弗	〔弓〣_xjk〕
惕	〔忄日勹𰀪_njqr〕
艇	〔丿丿廴_tutp〕
肿	〔月口丨丨_ekhh〕
汛	〔氵⺄十丨_infh〕
粱	〔氵刀八米_ivwo〕
敞	〔⺌冂口攵_imkt〕
冀	〔匕田八_uxlw〕
氓	〔亠𠃊𫠠_ynna〕
蜜	〔宀心丿虫_pntj〕
辐	〔一口田_lgkl〕
钩	〔钅勹厶丶_qqcy〕
哗	〔口亻𠤎十_kwxf〕
廓	〔广子阝_oybb〕
贱	〔贝二丶_mfxy〕
聘	〔耳冂土ㄅ_bmfn〕
舅	〔臼田力𰀪_eler〕
滔	〔氵爫臼一_ieeg〕
忉	〔忄刀丿_nvt〕
炕	〔火亠几𡿨_oywn〕
瞪	〔目癶一豆_hwgl〕
狮	〔犭一丨_ejgh〕
咳	〔口亠亥丶_kyny〕
啡	〔口丨三一_khdg〕
葫	〔艹古月二_adef〕
喻	〔口刖丨_kweh〕
樱	〔木贝贝女_smmv〕
龟	〔⺈日乚巜_qjnb〕
锰	〔钅子皿一_qblg〕
擅	〔扌亠囗一_rylg〕
灿	〔火山丨_omh〕
谎	〔讠艹亠_yayk〕
坎	〔土⺈人丶_fqwy〕
卤	〔⺊囗乂二_hlrf〕
褐	〔衤日勹𠃋_pjqn〕
藩	〔艹氵釆田_aiol〕
毯	〔毛火火氵_eooi〕
戊	〔戊丶氵_dyi〕
闸	〔门甲〣_ulk〕
渊	〔氵丿米丨_itoh〕
譬	〔𡰪辛言二_nuyf〕
胳	〔月夂口一_etkg〕
斋	〔文丆𦉫〢_ydmj〕
梢	〔木⺌月一_sieg〕
崭	〔山斤〢_mlrj〕
扒	〔扌八丶_rwy〕
凄	〔冫一彐女_ugvv〕
坪	〔土一丷十_fguf〕
泳	〔氵丶㇆_iyni〕
忿	〔八刀心⺀_wvnu〕
宦	〔宀匚臣巜_pahb〕
枣	〔木冂⺀⺀_smuu〕
狡	〔犭六乂丶_eury〕
鹰	〔广亻亻鸟_owwq〕
笨	〔𥫗木一二_tsgf〕
痒	〔疒䒑𰀁〣_uugk〕
傍	〔亻冖方_wupy〕
烹	〔了灬⺀_ybou〕
怖	〔忄𠂇冂丨_ndmh〕
匈	〔勹乂凵〣_qrbk〕
塌	〔土日羽一_fjng〕
咖	〔口力口一_kekg〕
莽	〔艹犬廾〢_adaj〕
尉	〔尸二小寸_nfif〕
钝	〔钅一𡳾𡿨_qgbn〕
粪	〔米龷八⺀_oawu〕
迄	〔𠂉乙辶巛_tnpv〕
坟	〔土文丶_fyy〕
胃	〔田月二_lef〕
郝	〔土阝丨_fobh〕
寥	〔宀羽人彡_pnwe〕
嘿	〔口黑丶_kly〕
兔	〔⺈口丶_qkqy〕
虹	〔虫工一_jag〕
涅	〔氵日土一_ijfg〕
拼	〔扌䒑廾丨_ruah〕
笋	〔𥫗尹𰀪_tvr〕
镶	〔钅亠口𧘇_qyke〕
嵌	〔山卄二人_mafw〕
秉	〔禾彐氵_tvi〕
掺	〔扌厶大彡_rcde〕
敷	〔甫方攵丶_syty〕
煽	〔火户羽一_oong〕
氰	〔⺄龶月_rnge〕
倦	〔亻龹⺋𡿨_wubn〕
聊	〔耳丿卩_bqtb〕
踩	〔𧾷爫木丶_lesy〕
寇	〔宀二儿又_pfqc〕
哟	〔口纟勹丶_kxqy〕
糕	〔米丷王灬_ougo〕
筋	〔𥫗月力𰀪_teer〕
刃	〔刀丶氵_vyi〕
辫	〔纟辛丨_uxuh〕
跪	〔𧾷⺈厂⺋_lqdb〕
穗	〔禾一日心_tgjn〕
扼	〔扌厂⺋𡿨_rdbn〕
庐	〔广户彡_ooe〕
梗	〔木一日乂_sgjr〕
屿	〔山一ㄅ一_mgng〕
虏	〔七力彡_haee〕
沥	〔氵厂力丿_idet〕
憾	〔忄戊一心_ndgn〕
歼	〔一夕丿十_gqtf〕
烛	〔火虫丶_ojy〕
诵	〔讠龴用丨_yceh〕
煌	〔火白王一_orgg〕
釉	〔釆冂土一_omfg〕
枕	〔木冖𡿨_spqn〕
姨	〔女一弓人_vgxw〕
劈	〔𡰪辛刀𰀪_nuvr〕
卵	〔丶丿丶_qyty〕
彦	〔产彡彡_uee〕
砖	〔石二ㄅ丶_dfny〕
醛	〔西一艹王_sgag〕
枉	〔木王一_sgg〕
肢	〔月十又丶_efcy〕
蹄	〔𧾷冖丨_luph〕
兜	〔白儿_rqnq〕
茨	〔艹冫⺈人_auqw〕
贬	〔贝丿之丶_mtpy〕
钊	〔钅刂丨_qjh〕
佣	〔亻用丨_weh〕
汝	〔氵女一_ivg〕
淆	〔氵乂𠂇月_irde〕
昔	〔龷日二_ajf〕
讽	〔讠几乂丶_ywry〕
侮	〔亻𠂉母丶_wtxy〕
稠	〔禾⺆土口_tmfk〕
翼	〔羽田龷八_nlaw〕
椒	〔木上小又_shic〕
钳	〔钅卄二一_qafg〕
咋	〔口𠂉丨二_kthf〕
傻	〔亻丿囗夂_wtlt〕
痼	〔疒囗古三_uldd〕
炊	〔火⺈人丶_oqwy〕
庵	〔广大日乚_odjn〕
帆	〔冂丨几丶_mhwy〕
魄	〔白白厶_rrqc〕
咯	〔口夂口一_ktkg〕
耽	〔耳冖𡿨_bpqn〕
贿	〔贝𠂇月一_mdeg〕
鳞	〔一米丨_qgoh〕
丸	〔九丶氵_vyi〕
姬	〔女匚𦣞𡿨_vahn〕
匙	〔日一龰匕_jghx〕
盥	〔水皿二_eilf〕
岐	〔山十又丶_mfcy〕
仓	〔人⺋巜_wbb〕
翰	〔十早人羽_fjwn〕
哄	〔口龷八丶_kawy〕
旷	〔日广丿_jot〕
爵	〔爫罒寸_elvf〕
猴	〔犭亻大_ewnd〕
趟	〔走⺌冂口_himk〕
瑰	〔王白厶_grqc〕
诡	〔讠⺈厂⺋_yqdb〕
踢	〔𧾷日勹𰀪_ljqr〕
淹	〔氵大日乚_idjn〕
沛	〔氵一冂丨_igmh〕
晕	〔日冖车〢_jplj〕
揽	〔扌〢_rjtq〕
桩	〔木广土一_sofg〕
涵	〔氵了凵_ibib〕
僧	〔亻丷日_wulj〕
鹤	〔冖亻鸟_pwyq〕
裙	〔衤尹口一_pvkg〕
畔	〔田半丨_luh〕
耍	〔丆𦉫女二_dmvf〕
灼	〔火勹丶丶_oqyy〕
滇	〔氵十八_ifhw〕
沦	〔氵人匕𡿨_iwxn〕
汰	〔氵大丶丶_idyy〕
颊	〔一丷大贝_gudm〕
膝	〔月木人氺_eswi〕
懒	〔忄木口贝_nskm〕
兑	〔丷口儿巜_ukqb〕
耙	〔三小巴𡿨_dicn〕
蹈	〔𧾷爫臼一_leeg〕
吼	〔口子乚𡿨_kbnn〕
蕉	〔艹亻灬_awyo〕
嗣	〔口𠕁司口_kmnk〕
焉	〔一止一灬_ghgo〕
焕	〔火⺈冂大_oqmd〕
汹	〔氵乂凵丨_irbh〕
渥	〔氵尸一至_ingc〕
辜	〔古辛〢_duj〕
癌	〔疒口口山_ukkm〕
萎	〔艹禾女二_atvf〕
钧	〔钅勹冫一_qqug〕
陌	〔阝丆日一_bdjg〕
煞	〔⺈彐攵灬_qvto〕
焚	〔木木火⺀_ssou〕
佑	〔亻𠂇口一_wdkg〕
嘲	〔口十早月_kfje〕
聂	〔耳又又⺀_bccu〕
歉	〔䒑⺈人_uvqw〕
骆	〔马夂口一_ctkg〕
屁	〔尸匕巛_nxxv〕
桔	〔木士口一_sfkg〕
惶	〔忄白王一_nrgg〕
衙	〔彳五口丁_tgks〕
腻	〔月𫠠二丶_eafy〕
宠	〔宀𠂇𠤎⺀_pdxu〕
盏	〔二皿二_fxlf〕
袍	〔衤勹巳𡿨_pqnn〕
鞲	〔廿𠀎土_akaf〕
捍	〔扌日二丨_rjfh〕
锄	〔钅月一力_qege〕
惹	〔艹𠂇口心_adkn〕
膛	〔月口土_eikf〕
馈	〔饣贝丶_tkmy〕
蛭	〔虫一至一_jgcg〕
膊	〔月甫寸丶_esfy〕
窜	〔口口丨_pkkh〕
娇	〔女丿大_vtdj〕
乞	〔𠂉乙巜_tnb〕
嚼	〔口爫罒寸_kelf〕
鄙	〔口十囗阝_kflb〕
猖	〔犭日日一_ejjg〕
绥	〔纟爫女一_xevg〕
亟	〔了口又一_bkcg〕
抒	〔扌予丨_rch〕
筐	〔𥫗匚王巜_tagb〕
泣	〔氵立一_iug〕
篷	〔𥫗夂丰辶_ttdp〕
拂	〔扌弓丨_rxjh〕
赃	〔贝广土一_mofg〕
铵	〔钅宀女一_qpvg〕
镀	〔钅广廿又_qoac〕
钓	〔钅勹丶丶_qqyy〕
眷	〔龹目二_uhf〕
兹	〔䒑幺幺⺀_uxxu〕
躯	〔身匚乂𡿨_rarn〕
禹	〔丿口⽱氵_tkmi〕
咕	〔口古一_kdg〕
拣	〔扌丶_raiy〕
赚	〔贝䒑丶_muvy〕
瓣	〔爪厶辛_urcu〕
躁	〔𧾷口口木_lkks〕
耸	〔人人耳二_wwbf〕
咒	〔口口几巜_kkwb〕
箪	〔𥫗丷〢_tulj〕
庚	〔广彐人氵_ovwi〕
嘻	〔口士豆口_kflk〕
缕	〔纟米女一_xovg〕
稚	〔禾亻一_twyg〕
糙	〔米⺧口辶_oekp〕
挝	〔扌寸辶丶_rfpy〕
扳	〔扌𠂆又丶_rrcy〕
孢	〔子勹巳𡿨_bqnn〕
酌	〔西一勹丶_sgqy〕
隋	〔阝𠂇工月_bdae〕
哒	〔口大廴丶_kdpy〕
勃	〔子力丿_fbet〕
腥	〔月日生一_ejtg〕
籽	〔米子一_obg〕
尧	〔𫠠丿兀巜_atgb〕
暮	〔艹日大日_ajdj〕
襄	〔亠口口𧘇_ykke〕
勺	〔勹丶氵_qyi〕
乍	〔𠂉丨二二_thff〕
溅	〔氵贝二_imfx〕
溴	〔氵丿目犬_ithd〕
琳	〔王木木丶_gssy〕
澜	〔氵门木_iusl〕
豹	〔豸勹丶丶_eqyy〕
唧	〔口卩丨_kvbh〕
苟	〔艹勹口二_aqkf〕
拇	〔扌母丶_rxy〕
叮	〔口丁丨_ksh〕
咐	〔口亻寸丶_kwfy〕
陛	〔阝匕土_bxxf〕
瀑	〔氵日龷氺_ijai〕
竿	〔𥫗二丨〢_tfhj〕
拧	〔扌宀丁丨_rpsh〕
珊	〔王⺆⺆一_gmmg〕
皖	〔白宀二儿_rpfq〕
韵	〔立日勹冫_ujqu〕
琐	〔王⺌贝丶_gimy〕
隘	〔阝䒑八皿_buwl〕
靖	〔立龶月一_ugeg〕
邢	〔一廾阝丨_gabh〕
玫	〔王攵丶_gty〕
撇	〔扌㡀攵丶_rity〕
僻	〔亻𡰪辛丨_wnuh〕
薪	〔艹立木斤_ausr〕
噪	〔口口口木_kkks〕
毙	〔匕一匕_xxgx〕
茄	〔艹力口二_aekf〕
蜀	〔罒勹虫⺀_lqju〕
煎	〔䒑刖灬⺀_ueou〕
棕	〔木宀二小_spfi〕
雁	〔厂亻亻_dwwy〕
彰	〔立早彡丿_ujet〕
逗	〔一豆辶三_glpd〕
絮	〔女口幺小_vkxi〕
淤	〔氵方人⺀_iywu〕
崔	〔山亻二_mwyf〕
荔	〔艹力力力_aeee〕
矫	〔𠂉大丿_tdtj〕
赌	〔贝耂日一_mfjg〕
宣	〔宀一日一_pgjg〕
邹	〔⺈彐阝丨_qvbh〕
饷	〔饣丿冂口_ttmk〕
褂	〔衤土土卜_pffh〕
杉	〔木彡丿_set〕
喧	〔口宀一一_kpgg〕
赣	〔立早夂贝_ujtm〕
躬	〔身弓𡿨_rxn〕
痴	〔疒𠂉大口_utdk〕
撮	〔扌日耳又_rjbc〕
懈	〔忄⺈用牛_nqer〕
凳	〔癶一豆几_wglw〕
沼	〔氵刀口一_ivkg〕
檐	〔木⺈厂言_sqdy〕
瞿	〔目目亻_hhwy〕
卒	〔亠人人十_ywwf〕
撰	〔扌巳巳八_rnnw〕
睹	〔目耂日一_hfjg〕
憎	〔忄丷日_nulj〕
璋	〔王立早丨_gujh〕
韶	〔立日刀口_ujvk〕
募	〔艹日大力_ajde〕
栓	〔木人王一_swgg〕
逾	〔刖辶〣_wepk〕
魁	〔白厶十_rqcf〕
岚	〔山几乂⺀_mwru〕
喃	〔口十丨_kfmh〕
吱	〔口十又丶_kfcy〕
鲍	〔一勹巳_qgqn〕
袜	〔衤一木丶_pgsy〕
簇	〔𥫗方𠂉大_tytd〕
琪	〔王八丶_gdwy〕
魑	〔白厶厶_rqcc〕
蒜	〔艹二小小_afii〕
疙	〔疒𠂉乙巛_utnv〕
寅	〔宀一冂八_pgmw〕
禾	〔禾禾禾禾_tttt〕
鞑	〔廿大辶_akdp〕
佃	〔亻田一_wlg〕
揪	〔扌禾火丶_rtoy〕
嗯	〔口囗大心_kldn〕
粥	〔弓米弓𡿨_xoxn〕
肴	〔乂𠂇月二_rdef〕
泻	〔氵冖一一_ipgg〕
巢	〔巛日木⺀_vjsu〕
宛	〔宀夕⺋巜_pqbb〕
襟	〔衤木木小_pssi〕
莉	〔艹禾刂〢_atjj〕
鞍	〔廿宀女_akpv〕
裳	〔口亠𧘇_ikye〕
奕	〔亠大⺀_yodu〕
赎	〔贝卖⺀大_mfud〕
鳙	〔一广丨_qgoh〕
郓	〔冖阝丨_plbh〕
雯	〔雨文⺀_fyu〕
蠢	〔三人日虫_dwjj〕
巍	〔山禾女厶_mtvc〕
侄	〔亻一至一_wgcg〕
酮	〔西一冂口_sgmk〕
汞	〔工水⺀_aiu〕
挟	〔扌一丷大_rgud〕
唆	〔口厶八夂_kcwt〕
庶	〔广廿灬氵_oaoi〕
瞅	〔目禾火丶_htoy〕
硷	〔石一_dwig〕
瞒	〔目艹一人_hagw〕
眯	〔目米丶_hoy〕
榴	〔木刀田_sqvl〕
奢	〔大耂日二_dfjf〕
岔	〔八刀山〢_wvmj〕
嘘	〔口七业_khao〕
槐	〔木白厶_srqc〕
坠	〔阝人土二_bwff〕
瑟	〔王王心丿_ggnt〕
雹	〔雨勹巳巜_fqnb〕
缉	〔纟口耳一_xkbg〕
虐	〔七匚一_haag〕
慷	〔忄广彐氺_novi〕
涧	〔氵门日一_iujg〕
丞	〔了一二_bigf〕
陋	〔阝一冂ㄥ_bgmn〕
炽	〔火口八丶_okwy〕
烁	〔火丿ㄥ小_otni〕
嚣	〔口口丆口_kkdk〕
薛	〔艹亻㠯辛_awnu〕
邑	〔口巴巜_kcb〕
謇	〔寒八言二_pwyf〕
镰	〔钅广䒑_qouv〕
熏	〔丿一灬_tglo〕
钥	〔钅月一_qeg〕
麓	〔木木匕_ssox〕
淫	〔氵爫丿士_ietf〕
剿	〔巛日木刂_vjsj〕
晤	〔日五口一_jgkg〕
驯	〔马川丨_ckh〕
斧	〔八乂斤〢_wrrj〕
畸	〔田大丁口_ldsk〕
媚	〔女𠃜目一_vnhg〕
剔	〔日勹𰀪刂_jqrj〕
铬	〔钅夂口一_qtkg〕
羡	〔丷王冫人_uguw〕
腺	〔月白水丶_eriy〕
宵	〔宀⺌月二_pief〕
蜕	〔虫丷口儿_jukq〕
姊	〔女丿ㄅ丿_vtnt〕
笙	〔𥫗生二_ttf〕
墩	〔土子攵_fybt〕
驴	〔马户丿_cot〕
喳	〔口木日一_ksjg〕
蔚	〔艹尸二寸_anff〕
闺	〔门土土三_uffd〕
窥	〔二人_pfwq〕
烙	〔火夂口一_otkg〕
涯	〔氵厂土土_idff〕
噢	〔口丿冂大_ktmd〕
蚊	〔虫文丶_jyy〕
黔	〔黑人𪜊𡿨_lwnn〕
橙	〔木癶一豆_swgl〕
歹	〔一夕氵_gqi〕
渍	〔氵龶贝丶_igmy〕
魅	〔白厶小_rqci〕
碌	〔石彐氺丶_dviy〕
睦	〔目土八土_hfwf〕
囚	〔囗人氵_lwi〕
溯	〔氵䒑屮月_iube〕
窒	〔一至二_pgcf〕
栗	〔覀木⺀_ssu〕
芜	〔艹二巜_afqb〕
厄	〔厂⺋巛_dbv〕
搁	〔扌门夂口_rutk〕
髓	〔月𠂇辶_medp〕
糠	〔米广彐氺_oovi〕
伎	〔亻十又丶_wfcy〕
锣	〔钅罒夕丶_qlqy〕
桉	〔木宀女一_spvg〕
楠	〔木十丨_sfmh〕
骡	〔马田幺小_clxi〕
躅	〔𧾷罒勹虫_llqj〕
镑	〔钅冖方_qupy〕
寞	〔宀艹日大_pajd〕
腕	〔月宀夕⺋_epqb〕
狄	〔犭火丶_eoy〕
祺	〔礻八丶_pdwy〕
嗅	〔口丿目犬_kthd〕
彝	〔彑米幺廾_xoxa〕
娥	〔女我丶_vqy〕
俞	〔刖〢_wej〕
汀	〔氵丁丨_ish〕
惰	〔忄𠂇工月_ndae〕
殳	〔几又⺀_wcu〕
荧	〔艹冖火⺀_apou〕
犬	〔大丶氵_dyi〕
赦	〔土攵丶_foty〕
嘎	〔口丆目戈_kdha〕
骏	〔马厶八夂_ccwt〕
酥	〔西一禾丶_sgty〕
棺	〔木宀丨㠯_sphn〕
涩	〔氵刀丶止_ivyh〕
孰	〔子丸丶_ybvy〕
蝇	〔虫口日乚_jkjn〕
堕	〔阝𠂇月土_bdef〕
轿	〔丿大_ltdj〕
泌	〔氵心丿丶_inty〕
孜	〔子攵丶_bty〕
昧	〔日二𡭔丶_jfiy〕
迂	〔一十辶〣_gfpk〕
妖	〔女丿大丶_vtdy〕
牡	〔牜土一_tfg〕
缀	〔纟又又又_xccc〕
庇	〔广匕巛_oxxv〕
雍	〔亠丿_yxty〕
笺	〔𥫗二⺀_tfxu〕
妆	〔丬女一_uvg〕
栩	〔木羽一_sng〕
聋	〔𠂇𠤎耳二_dxbf〕
涕	〔氵丷弓丿_iuxt〕
蝶	〔虫廿𠃋木_jans〕
稽	〔禾𠂇乚日_tdnj〕
斌	〔文一𫠠丶_ygay〕
耦	〔三小日⽱_dijm〕
怯	〔忄土厶丶_nfcy〕
咏	〔口丶㇆_kyni〕
磺	〔石龷冂八_damw〕
禀	〔亠囗口小_ylki〕
枫	〔木几乂丶_swry〕
伺	〔亻司口一_wnkg〕
釜	〔八乂王丷_wrgu〕
楞	〔木罒方丿_slyt〕
蕊	〔艹心心心_annn〕
眨	〔目丿之丶_htpy〕
戋	〔二丶氵_fxyi〕
咀	〔口月一一_kegg〕
敛	〔攵丶_wity〕
帖	〔冂丨⺊口_mhhk〕
呐	〔口冂人丶_kmwy〕
娶	〔耳又女二_bcvf〕
酰	〔西一⺧儿_sgeq〕
饵	〔饣耳一_tbg〕
嗜	〔口耂日一_kfjg〕
谜	〔讠米辶丶_yopy〕
秃	〔禾几巜_twb〕
挚	〔扌丸手〢_rvrj〕
锢	〔钅囗古一_qldg〕
逞	〔口王辶三_kgpd〕
攫	〔扌目目又_rhhc〕
楷	〔木匕白_sxxr〕
旭	〔九日三_vjd〕
楣	〔木𠃜目一_snhg〕
藻	〔艹氵口木_aiks〕
蘖	〔艹亻㠯木_awns〕
娱	〔女口一大_vkgd〕
酝	〔西一二厶_sgfc〕
虱	〔⺄丿虫氵_ntji〕
茵	〔艹囗大二_aldf〕
豁	〔宀丰口口_pdkk〕
跋	〔𧾷𠂇又丶_ldcy〕
坤	〔土日丨丨_fjhh〕
绢	〔纟口月一_xkeg〕
乒	〔一丿𰀪_rgtr〕
搓	〔扌䒑工_ruga〕
讶	〔讠𡕒丿丿_yatt〕
绷	〔纟月月一_xeeg〕
钮	〔钅𠃍土一_qnfg〕
陀	〔阝宀匕𡿨_bpxn〕
戥	〔日生戈丶_jtay〕
窖	〔⺧口二_pekf〕
渭	〔氵田月一_ileg〕
瞻	〔目⺈厂言_hqdy〕
竺	〔𥫗二二_tff〕
柿	〔木亠冂丨_symh〕
熹	〔士豆口灬_flko〕
谒	〔讠日勹ㄥ_yjqn〕
梆	〔木阝丨_sdbh〕
脯	〔月甫丶_esy〕
崎	〔山大丁口_mdsk〕
饺	〔饣六乂丶_tury〕
唾	〔口丿十一_ktfg〕
赳	〔走ㄥ丨〣_hnhk〕
轩	〔二丨丨_lfhh〕
埠	〔土亻㠯十_fwnf〕
呜	〔口勹ㄅ一_kqng〕
丫	〔丷丨〣_uhk〕
纫	〔纟刀丶丶_xvyy〕
滤	〔氵七心_ihan〕
哉	〔十戈口氵_faki〕
棘	〔木冂木冂_smsm〕
晌	〔日丿冂口_jtmk〕
臧	〔戊𠃋丆丶_dndy〕
缎	〔纟亻三又_xwdc〕
雌	〔止匕亻_hxwy〕
诃	〔讠丁口一_yskg〕
虾	〔虫一卜丶_jghy〕
诧	〔讠宀丿七_ypta〕
靶	〔廿巴𡿨_akcn〕
峭	〔山⺌月一_mieg〕
棠	〔口木⺀_iksu〕
戳	〔羽亻戈_nwya〕
阜	〔亻㠯十〢_wnfj〕
衅	〔丿皿半丨_tluh〕
硕	〔石丆贝丶_ddmy〕
杖	〔木一乂丶_sgry〕
嵩	〔山冂口_mymk〕
莎	〔艹氵少𰀪_aiir〕
奎	〔大土土二_dfff〕
祯	〔礻⺊贝丶_phmy〕
霖	〔雨木木⺀_fssu〕
鸵	〔鸟宀匕𡿨_qpxn〕
霄	〔雨⺌月二_fief〕
啸	〔口彐小_kvij〕
氡	〔⺄夂⺀_rntu〕
氦	〔⺄亠亥_rnyn〕
箩	〔𥫗罒夕⺀_tlqu〕
琢	〔王一𧰨丶_ggey〕
唔	〔口五口一_kgkg〕
腈	〔月龶月一_egeg〕
袄	〔衤丿大丶_ptdy〕
吭	〔口亠几𡿨_kywn〕
寝	〔宀丬彐又_puvc〕
紊	〔文幺小⺀_yxiu〕
簿	〔𥫗氵甫寸_tisf〕
凰	〔几白王三_wrgd〕
阮	〔阝二儿𡿨_bfqn〕
愣	〔忄罒方丿_nlyt〕
猾	〔犭月一_emeg〕
鞠	〔廿勹米_akqo〕
删	〔冂冂一刂_mmgj〕
铧	〔钅亻𠤎十_qwxf〕
屉	〔尸廿𠃋巛_nanv〕
磕	〔石土厶皿_dfcl〕
褪	〔衤艮辶丶_pvpy〕
咧	〔口一夕刂_kgqj〕
鱿	〔一𠂇丶_qgdy〕
碾	〔石尸龷_dnae〕
渎	〔氵卖⺀大_ifud〕
殆	〔一夕厶口_gqck〕
淌	〔氵⺌冂口_iimk〕
漓	〔氵亠乂厶_iyrc〕
恫	〔忄冂一口_nmgk〕
搪	〔扌广彐口_rovk〕
啼	〔口冖丨_kuph〕
戎	〔戈𠂇氵_adi〕
驼	〔马宀匕𡿨_cpxn〕
瑾	〔王廿口龶_gakg〕
沧	〔氵人⺋𡿨_iwbn〕
傀	〔亻白厶_wrqc〕
磅	〔石冖方_dupy〕
诀	〔讠人丶_ynwy〕
琅	〔王丶艮丶_gyvy〕
翘	〔𫠠丿兀羽_atgn〕
湛	〔氵八ㄥ_idwn〕
翩	〔户𠕁羽一_omng〕
狐	〔犭爪厶丶_ercy〕
侠	〔亻一丷大_wgud〕
垢	〔土𠂋口一_frkg〕
抨	〔扌一丷十_rguf〕
婿	〔女乛龰月_vnhe〕
哺	〔口甫丶_ksy〕
逶	〔禾女辶三_tvpd〕
讳	〔讠韦丨_yhh〕
筷	〔𥫗忄人_tnnw〕
闵	〔门文氵_uyi〕
谤	〔讠冖方_yupy〕
侣	〔亻口口一_wkkg〕
券	〔龹刀𰀪_uvr〕
幢	〔冂丨立土_mhuf〕
殃	〔一夕冂大_gqmd〕
苓	〔艹人⺀_awpu〕
澈	〔氵亠厶攵_iyct〕
豌	〔一豆宀⺋_glpb〕
噶	〔口艹日ㄥ_kajn〕
琦	〔王大丁口_gdsk〕
洼	〔氵土土一_iffg〕
洽	〔氵口一_iwkg〕
沁	〔氵心丶_iny〕
乓	〔一丶⺀_rgyu〕
朔	〔䒑屮月一_ubeg〕
绚	〔纟勹日一_xqjg〕
婷	〔女冖丁_vyps〕
羟	〔䒑工_ugca〕
彤	〔⺆亠彡丿_myet〕
泮	〔氵半丨_iuh〕
硼	〔石月月一_deeg〕
吆	〔口幺丶_kxy〕
怔	〔忄一止一_nghg〕
儡	〔亻田田田_wlll〕
茸	〔艹耳二_abf〕
茧	〔艹虫⺀_aju〕
椰	〔木耳阝丨_sbbh〕
莸	〔艹犭𠂇丶_aedy〕
乖	〔丿十匕_tfux〕
窍	〔工一ㄅ_pagn〕
桦	〔木亻𠤎十_swxf〕
笃	〔𥫗马二_tcf〕
呕	〔口匚乂𡿨_karn〕
眺	〔目儿丶_hqiy〕
榆	〔木刖丨_sweh〕
裘	〔一氺亠𧘇_giye〕
沂	〔氵斤丨_irh〕
诛	〔讠小丶_yriy〕
谆	〔讠子一_yybg〕
瘫	〔疒又亻_ucwy〕
觅	〔爫冂巜_emqb〕
舜	〔爫冖夕丨_epqh〕
踽	〔𧾷丿口⽱_ltkm〕
皿	〔冂〢一三_mjgd〕
奄	〔大日乚巜_djnb〕
岖	〔山匚乂𡿨_marn〕
鳌	〔攵一_gtqg〕
妓	〔女十又丶_vfcy〕
蒴	〔艹䒑屮月_aube〕
薇	〔艹彳攵_atmt〕
炯	〔火冂口一_omkg〕
尹	〔彐丿彡_vte〕
樟	〔木立早丨_sujh〕
渺	〔氵目少丿_ihit〕
袱	〔衤亻犬丶_pwdy〕
竣	〔立厶八夂_ucwt〕
邱	〔一阝丨_rgbh〕
胥	〔乛龰月二_nhef〕
粟	〔覀米⺀_sou〕
镍	〔钅丿目木_qths〕
嗽	〔口木口人_kskw〕
疫	〔疒几又氵_uwci〕
禺	〔日⽱氵_jmi〕
憩	〔丿古丿心_tdtn〕
鹅	〔我鸟一_qqg〕
啃	〔口止月一_kheg〕
眶	〔目匚王𡿨_hagn〕
涝	〔氵艹冖力_iape〕
钡	〔钅贝丶_qmy〕
掂	〔扌广⺊口_rohk〕
澡	〔氵口口木_ikks〕
阎	〔门⺈臼三_uqed〕
葵	〔艹癶一大_awgd〕
戬	〔一业日戈_goja〕
骇	〔马亠亥丶_cyny〕
